CHEM_ID;CHEMICAL_NAME;SUPER_PATHWAY;SUB_PATHWAY;HMDB;KEGG;Mean_WT;Mean_Disease;Mean_Rescue;Log2FC_Patho;p_value_Patho;Log2FC_Rescue;p_value_Rescue;Padj_Patho;Padj_Rescue;Significatif_Patho;Significatif_Rescue_Brut;Significatif_Rescue
100002107;palmitoyl sphingomyelin (d18:1/16:0);Lipid;Sphingomyelins;HMDB0010169;;-0.049779243985259694;0.4873395847880176;-0.0007006371435113422;0.5371188287732773;4.197983544198118e-09;-0.4880402219315289;2.5628234394598952e-08;1.775747039195804e-06;2.8718794910586704e-06;True;True;True
100002154;ergothioneine;Xenobiotics;Food Component/Plant;HMDB0003045;C05570;-0.13828826663017735;0.13214830465375382;-0.12750222690127677;0.27043657128393117;0.012173437577478257;-0.2596505315550306;0.007637221382790851;0.032694375208084464;0.020842223515616324;True;True;True
100002167;12-HETE;Lipid;Eicosanoid;HMDB0006111;C14777;-0.4817226675572663;1.3054638842670876;-0.3640598636461288;1.787186551824354;4.2328690223546495e-05;-1.6695237479132163;6.95810361988378e-05;0.0003691759992692818;0.0006068614084970802;True;True;True
100002171;1-margaroyl-GPE (17:0)*;Lipid;Lysophospholipid;HMDB0061691;;0.06600976831760272;0.164994324044529;-0.13981884110560613;0.09898455572692627;0.7004042229517744;-0.3048131651501351;0.15805384653618698;0.7953583525063103;0.23372844612793223;False;False;False
100002173;1-pentadecanoyl-GPC (15:0)*;Lipid;Lysophospholipid;HMDB0010381;;0.011025435194591544;-0.016972416135213747;-0.0298281153827546;-0.02799785132980529;0.5528777106051682;-0.012855699247540854;0.8292334316269835;0.6726558216688814;0.8686186339757718;False;False;False
100002180;fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates;Carbohydrate;Glycolysis, Gluconeogenesis, and Pyruvate Metabolism;HMDB0001058,HMDB0003514;C01231,C00354,C05378;-0.12980620734186696;3.0012895228539227;0.24514541876568463;3.13109573019579;2.0333600096363985e-05;-2.756144104088238;6.0439348428979145e-05;0.000204788400970523;0.0005557792257708299;True;True;True
100002196;13-HODE + 9-HODE;Lipid;Fatty Acid, Monohydroxy;HMDB0004670,HMDB0004667;C14767,C14762;-0.19005377669346082;1.0075997871015476;-0.17658078763588594;1.1976535637950085;0.00024915782964112735;-1.1841805747374337;0.0002789622600542816;0.0014638022491416233;0.001562927629178293;True;True;True
100002227;4-cholesten-3-one;Lipid;Sterol;HMDB0000921;C00599;-0.625944998039711;0.17919852376002143;-0.5326191066866727;0.8051435217997325;0.0004523259949407824;-0.7118176304466941;0.0023766616865102115;0.002319198737696375;0.008240392568801798;True;True;True
100002253;cinnamoylglycine;Xenobiotics;Food Component/Plant;HMDB0011621;;0.38460432483307994;0.26637413547918;-0.041722463049625735;-0.11823018935389995;0.8766935899782914;-0.3080965985288057;0.5019770731981519;0.9236398220692833;0.5817432930488171;False;False;False
100002254;stearoyl ethanolamide;Lipid;Endocannabinoid;HMDB0013078;;-0.24635683215781143;0.5861527665143598;-0.14358077439312306;0.8325095986721712;2.4220280493097547e-06;-0.7297335409074828;3.432130009298122e-05;3.7255195085746414e-05;0.0003456645223650251;True;True;True
100002259;cis-4-decenoylcarnitine (C10:1);Lipid;Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated);HMDB0013205;;-0.02969967688144251;0.533760167144425;-0.3081925018179021;0.5634598440258675;0.0022386808718022795;-0.8419526689623271;0.00018833090333002984;0.00838019476789703;0.0011225540090643265;True;True;True
100002284;2S,3R-dihydroxybutyrate;Lipid;Fatty Acid, Dihydroxy;HMDB0002453;;0.03898633221595185;0.17060403251318534;-0.29801946755583625;0.1316177002972335;0.4665558909880092;-0.4686235000690216;0.0041663611119716944;0.5980398239028117;0.013103128255494622;False;True;False
100002285;2,4-dihydroxybutyrate;Lipid;Fatty Acid, Dihydroxy;HMDB0000360;;-0.02205092846029088;-0.032216176866175034;-0.040709613600501696;-0.010165248405884154;0.9384642704777814;-0.008493436734326662;0.9371001411990477;0.9542557365675517;0.9494451729992747;False;False;False
100002300;5-methyl-2'-deoxycytidine;Nucleotide;Pyrimidine Metabolism, Cytidine containing;HMDB0002224;C03592;-0.4767052220773065;0.08757975547390356;-0.21039998547349556;0.56428497755121;0.02770439067642729;-0.2979797409473991;0.2190309167759863;0.06310893803918775;0.30678833707364966;False;False;False
100002344;(12 or 13)-methylmyristate (a15:0 or i15:0);Lipid;Fatty Acid, Branched;HMDB0061707;;-0.40319964491719296;0.23481750988604444;-0.4429204348887414;0.6380171548032374;0.006118434044281361;-0.6777379447747858;0.0042399137449867135;0.018290442407993046;0.013187378780363086;True;True;True
100002356;(16 or 17)-methylstearate (a19:0 or i19:0);Lipid;Fatty Acid, Branched;HMDB0037397;;-0.4415286059348492;0.39464096774259866;-0.4631088110280312;0.8361695736774479;0.0021642935280723617;-0.8577497787706299;0.0003498273240072196;0.00813774366555208;0.0018094782490953025;True;True;True
100002367;2R,3R-dihydroxybutyrate;Lipid;Fatty Acid, Dihydroxy;HMDB0000498;;0.0007004848784100647;0.08900746848637311;-0.052916286883800234;0.08830698360796305;0.5320247946738539;-0.14192375537017335;0.1421437448812924;0.6558182277808657;0.2159236628161908;False;False;False
100002417;2,3-dihydroxyisovalerate;Xenobiotics;Food Component/Plant;HMDB0012141;C04039;0.3778238940422906;-0.037213406826500296;-0.026508129852427287;-0.4150373008687909;0.09900518877410112;0.01070527697407301;0.9489654940182561;0.1778309760146275;0.9568829653628661;False;False;False
100002458;3-methylglutaconate;Amino Acid;Leucine, Isoleucine and Valine Metabolism;HMDB0000522;;0.26244373728115056;0.2746877511592326;-0.05853358481653083;0.01224401387808205;0.9768814953314247;-0.3332213359757634;0.1812041874234748;0.9780375681069647;0.2620491325816405;False;False;False
100002462;5-(galactosylhydroxy)-lysine;Amino Acid;Lysine Metabolism;;;-0.18026670195878558;0.6477975426041134;-0.0031094505000924047;0.828064244562899;5.8395849391341355e-08;-0.6509069931042057;1.049733214933824e-07;3.998732497774354e-06;9.867492220377945e-06;True;True;True
100002470;2-arachidonoyl-GPI (20:4)*;Lipid;Lysophospholipid;;;-0.11937761789906187;0.24650220172887893;-0.3081909106637335;0.3658798196279408;0.1468377690341588;-0.5546931123926124;0.02802795330230579;0.24598960911465018;0.057833289009148046;False;False;False
100002500;formiminoglutamate;Amino Acid;Histidine Metabolism;HMDB0000854;C00439;-0.19830289754809324;0.3060755616466082;-0.435526263457383;0.5043784591947015;0.10206271432898899;-0.7416018251039912;0.002500269495219559;0.18177906594173618;0.008529145132886077;False;True;False
