Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000000037;0.108890308084676;0.3809103459306709;0.3583470182206368;0.3821395129828172;0.0063190068041408;0.7932860484264264;WT;1.1336947310394725;0.0730103803177626;OUI;NON
ENSMUSG00000000739;2.6552412737412383;4.333276320552239;5.672503794230302;5.474426435170269;0.0480258603402361;0.8820736399627581;WT;1.0670185565742245;-0.0503738456275746;OUI;NON
ENSMUSG00000000753;53.64826571759639;306.8149355312003;115.70785699882197;220.209785595927;0.0236182991663241;0.1840725983954354;WT;1.1074430270058548;0.9278004408008496;OUI;NON
ENSMUSG00000000957;10.7846208781027;406.02890144662126;22.412840779337632;269.8624274410853;0.0024245392094502;0.0917934531503326;WT;1.0484569565954105;3.583938611647272;OUI;NON
ENSMUSG00000001707;8.343530842031592;8.80811235843772;17.59678660251959;11.916651378183992;0.0002304644797327;0.0011800535646559;WT;1.067569094463;-0.558452495061955;OUI;NON
ENSMUSG00000001794;157.62122855944338;201.1136744200616;362.60419889645743;292.19331033546746;0.0113578743494973;0.1678400082732977;WT;1.2014165935849783;-0.3113766361487131;OUI;NON
ENSMUSG00000002043;1.0770980486557022;1.9209303329377156;2.562371459384789;3.4360763940075487;0.0116102044367244;0.1217774945777079;WT;1.1774773755355754;0.4094375703124455;OUI;NON
ENSMUSG00000002257;1.0306786374718748;2.9801747558162828;2.520971972857268;3.3247272968996318;0.0166393003897785;0.3887396850734286;WT;1.2129129829417156;0.3858871877718756;OUI;NON
ENSMUSG00000002274;11.080512887295212;10.490917845213849;25.94033843781185;23.009517599545717;0.01900588667245;0.5189355716663948;WT;1.2197618279469389;-0.1722610543332894;OUI;NON
ENSMUSG00000002393;6.38645617349714;8.884773533371783;15.06607290563007;14.690644212460189;0.0078736199028985;0.8350316805415917;WT;1.225345170303751;-0.0361626723334697;OUI;NON
ENSMUSG00000002771;0.3840506488027787;2.5339572780384656;0.9655390273794556;2.1141492598959264;0.0183554012332219;0.133659567061667;WT;1.1383535181265567;1.0551690446189872;OUI;NON
ENSMUSG00000002804;3.0559744961441027;3.525841325329528;7.410842281550448;6.165271792169074;0.0031599157316577;0.1522469428257324;WT;1.2508891568636544;-0.2615976075558632;OUI;NON
ENSMUSG00000003062;3.7989056385670734;8.680995471901468;7.812193719313338;9.32001738398237;0.0026761907940997;0.3744467199925616;WT;1.0210085099486286;0.2516519732757725;OUI;NON
ENSMUSG00000003348;4.4859056687213;8.139594969795668;9.494566260061235;9.060004914063086;0.0347080119376221;0.8165494187572546;WT;1.0650109089845146;-0.0668692159391128;OUI;NON
ENSMUSG00000003355;0.423009506587291;3.391267338412896;1.0578358134666448;2.709962878117825;0.045544651358547;0.1210608706656988;WT;1.1465216116677823;1.2791203844768253;OUI;NON
ENSMUSG00000003380;36.99749252471744;43.39962526367263;77.96611790276609;71.72106884015798;0.0003849510946082;0.2363911504805954;WT;1.0733748524357465;-0.1202894053207689;OUI;NON
ENSMUSG00000003762;3.1684241354374825;4.318353931397342;7.110736610917664;5.488813346948253;0.0492728982169006;0.2947238038955845;WT;1.1415514344772806;-0.367604651902094;OUI;NON
ENSMUSG00000004849;9.691835799843384;13.73850916428939;20.097509280559823;17.75212049539101;0.0126691948392887;0.3347338011812194;WT;1.0445261227993996;-0.1780819440575038;OUI;NON
ENSMUSG00000004996;9.296942661346527;9.931781427659208;19.91348483877805;15.014667369026924;0.0097629672771247;0.0897446397902849;WT;1.0907090469660483;-0.4050231680350737;OUI;NON
ENSMUSG00000005202;0.1325792196253956;0.1497553974206831;0.3768799022336603;0.2296883227086361;0.035464254778086;0.2720475670778342;WT;1.0359037812940075;-0.5325231938187766;OUI;NON
ENSMUSG00000005686;13.492016144444008;16.618492582840762;29.50062435840533;37.01513048469516;0.0371086283371008;0.2143408588768318;WT;1.122868135320242;0.3263798343230645;OUI;NON
ENSMUSG00000005705;0.1060792684660599;0.1154733247495306;0.3710862937576479;0.3025966646445689;0.0363372559558221;0.5464764474571375;WT;1.192791980106035;-0.2266561372988639;OUI;NON
ENSMUSG00000005779;62.775355732768574;69.48516543470302;129.97443736490186;106.89816061835504;0.0025958794727164;0.0830379544860453;WT;1.0487709045161184;-0.2817514711823978;OUI;NON
ENSMUSG00000005950;14.458923982299153;13.651771783828345;33.89553871044071;22.2047274110855;0.0231809433825836;0.0816716076169581;WT;1.2234416984859195;-0.607995914720464;OUI;NON
ENSMUSG00000006019;3.643406964930392;6.033042018381425;7.742217311988599;7.49220120255243;0.0113233153563566;0.8002126932537288;WT;1.066909720725007;-0.0467433942145325;OUI;NON
ENSMUSG00000006095;12.713785764761528;17.034290538227722;26.075428981011537;23.025721869339048;0.004630687110351;0.2187072565816481;WT;1.0305164060096812;-0.1787147811795247;OUI;NON
ENSMUSG00000006958;3.463528768024067;4.6882280545043065;7.152634492986436;7.222304567958599;0.0060320462961727;0.95308303321377;WT;1.0251985728826494;0.0137926391060468;OUI;NON
ENSMUSG00000007594;0.0130388745171543;1.7154450517266275;0.1481265396092824;1.1878988958648806;0.0061672275057861;0.1159999745615767;WT;1.1342570475949598;2.375871382549564;OUI;NON
ENSMUSG00000007836;15.514057140321224;26.52166026049228;34.13228407498024;37.20787854904061;0.0007475448657707;0.3557765588803995;WT;1.1325121018582556;0.1241227697539898;OUI;NON
ENSMUSG00000008036;17.480644613887407;20.92454329675212;36.20257975344707;31.68984428632107;0.0011400993285976;0.1649630253328758;WT;1.0460841039655238;-0.191506123580612;OUI;NON
ENSMUSG00000008393;8.472596778642714;13.869129648172956;17.411382912008474;17.840755536827636;0.0107337737480974;0.8500315680281993;WT;1.0304888296497836;0.0349476265382838;OUI;NON
ENSMUSG00000009013;7.412218523060296;12.217950967202276;18.09266965316282;21.13767197814797;0.0027942674257395;0.3584493217453046;WT;1.2760463291205284;0.2232683656768614;OUI;NON
ENSMUSG00000009114;0.0515439529822345;0.0546193829335383;0.2234439177594184;0.7277963418607893;0.0138421156217781;0.0872002445823399;WT;1.0937792978753589;1.355760289453794;OUI;NON
ENSMUSG00000009614;1.3363032934466867;3.893448165721944;3.167485532066741;4.178110272786806;0.0012707256295561;0.3518121149512026;WT;1.1858204235243497;0.3887928219638447;OUI;NON
ENSMUSG00000009731;0.4915170208846723;2.4709898891364603;1.2137806420935244;2.160684394743751;0.0303004409465458;0.2269366547946041;WT;1.151232825639343;0.7830351837458843;OUI;NON
ENSMUSG00000010406;11.52397521726022;12.018816128234324;24.32241840271013;20.551136104954576;0.002704380795506;0.1521636179155856;WT;1.0711025364563649;-0.2419849161772922;OUI;NON
ENSMUSG00000010538;0.8568925008390945;1.2372821801491858;1.8733602619647265;1.4326990960207635;0.0115904852337182;0.1412572540764488;WT;1.044225598632932;-0.3645798717224747;OUI;NON
ENSMUSG00000011632;0.004957755953075;0.0;0.1194443581024461;0.0315091136344788;0.0481007997147933;0.0869433749938558;WT;1.0640463992062008;-0.7386923967671679;OUI;NON
ENSMUSG00000011884;7.752785814349043;14.578904551018056;16.89324925359714;17.901313162955407;0.0169229663674639;0.7068728234387909;WT;1.1136852813699003;0.0831404179206044;OUI;NON
ENSMUSG00000014776;42.660069367852856;37.71499594046325;88.50852144712026;70.15598551486875;0.0038020454575564;0.0702313819028831;WT;1.051181255390894;-0.3348243067470227;OUI;NON
ENSMUSG00000015247;1.2695223275277192;3.406552194089481;2.9302048781946795;3.824816770711257;0.0341378783931873;0.291694975756267;WT;1.1457425537762291;0.3732099631612288;OUI;NON
ENSMUSG00000015451;0.0709746537292042;0.1788569731881142;0.3060012293768304;0.2563545121691041;0.0250680705863268;0.5391738077727088;WT;1.247701628404014;-0.1881709039951346;OUI;NON
ENSMUSG00000015533;0.6999061063005644;4.601311147564732;1.6795136068702865;2.296818697814872;0.0224162484409836;0.532187458631214;WT;1.153580394104077;0.4296378192458259;OUI;NON
ENSMUSG00000015575;12.238840311666676;25.26181682399303;24.82776376777704;25.80786124089463;0.0175066538215297;0.8131723681809535;WT;1.0145466600869804;0.0556364556992223;OUI;NON
ENSMUSG00000016256;25.021353629712177;68.77276307700431;54.45500249817529;62.69737622928468;0.02390792898251;0.533465331899542;WT;1.1187972886092727;0.2029927897857135;OUI;NON
ENSMUSG00000016344;4.375742774824693;4.21393944836653;9.369972689812268;6.895389299118385;0.0046659634921015;0.0554980137694955;WT;1.0812331395053447;-0.43695591837253;OUI;NON
ENSMUSG00000016487;30.320064416195063;75.76834999864134;67.19818653320316;77.47112398640984;0.0185786450355576;0.35328867394268;WT;1.1455444213764523;0.2049520766613538;OUI;NON
ENSMUSG00000016541;26.105404957389425;38.58380542276873;54.77009819050613;52.46434516317868;0.0057455907997789;0.721185628885225;WT;1.0661557541206077;-0.06193561842758;OUI;NON
ENSMUSG00000016757;8.036760999129143;10.065141729571424;16.892102385957507;15.48759197201547;0.0009081898328094;0.3159539489870135;WT;1.0623378440546374;-0.1244662917794538;OUI;NON
ENSMUSG00000016940;15.52082876365547;19.515436555433823;31.387669236302617;27.255305847809225;0.0001205136410839;0.0516539962764547;WT;1.011315973261807;-0.2029662850535646;OUI;NON
ENSMUSG00000017466;78.57633967924957;673.7870432149525;172.32295705916272;464.30709576578806;0.0059165304802327;0.1319184963465538;WT;1.131950128548408;1.4294381423767977;OUI;NON
ENSMUSG00000017929;7.836572535527582;13.375988442065678;18.0837167957912;21.860427536175195;0.0029611073052778;0.2622283861436973;WT;1.19605911102843;0.2722590216603074;OUI;NON
ENSMUSG00000018585;9.06685034668546;14.44448979963097;21.177422536029827;18.284664456840183;0.0016431281992359;0.2307030428357164;WT;1.2148253728830751;-0.2108205531839713;OUI;NON
ENSMUSG00000018861;3.040619140489509;10.006064556406296;6.6388153620495975;10.911467332239209;0.000641458720268;0.1520912633194033;WT;1.1014459981924762;0.7084398251058305;OUI;NON
ENSMUSG00000019362;43.66048144332273;41.91680910373453;91.74543226242538;73.27488213306577;0.0026825881588771;0.0717114866123949;WT;1.0695793633102544;-0.3239216930179452;OUI;NON
ENSMUSG00000020150;8.028113377051726;8.508844320176859;17.484755432215678;13.193618839668272;0.01288380730411;0.1531354659393352;WT;1.113332839020799;-0.4035913761504106;OUI;NON
ENSMUSG00000020190;250.61018061337563;230.4090768911968;519.4901237838284;447.4459078557109;0.0049902953613598;0.228803257240543;WT;1.0513534277004792;-0.215338331623215;OUI;NON
ENSMUSG00000020225;26.52178339792232;28.79124525915828;57.04278381332074;39.70796839624887;0.0201222332542191;0.0839561692449412;WT;1.1019641005857497;-0.5215140762472118;OUI;NON
ENSMUSG00000020354;5.778603920707456;7.105683971603339;11.79984808542686;8.491854552626725;0.0128966072221807;0.0620994172300276;WT;1.0173976734161567;-0.4699016801187824;OUI;NON
ENSMUSG00000020407;0.4688316354736123;0.9873546515495668;1.187471918393129;1.466522821509988;0.0245972562304933;0.4966552550475298;WT;1.1784673578556395;0.2830248220233967;OUI;NON
ENSMUSG00000020435;0.3759907312420686;1.205202457316736;0.8798118688422851;0.8708571119429757;0.0401479384564611;0.9671469729393104;WT;1.041571286811385;-0.0132457882394109;OUI;NON
ENSMUSG00000020462;6.173916211797138;10.346826427562988;13.007740216255032;10.84154847351993;0.0156943627881523;0.223213728912422;WT;1.0629808181263491;-0.2606020591905443;OUI;NON
ENSMUSG00000020476;9.880529121384187;14.875404010414751;21.48203648631193;20.791634893274995;0.0223243170367744;0.8410410389771976;WT;1.1126427966053318;-0.046905608117846;OUI;NON
ENSMUSG00000020649;1.0205281720561168;1.889430236566979;2.2519544898701582;2.711809153215606;0.0458869296414731;0.4386426865879526;WT;1.0696812232074344;0.2576385328391553;OUI;NON
ENSMUSG00000020695;12.330034327952816;77.85436980482015;25.79258578067002;73.81117114783616;0.0049545656126797;0.1023093529581194;WT;1.058708767474694;1.5132533857931214;OUI;NON
ENSMUSG00000020737;11.670666260970073;13.196451873028233;25.074476439194235;18.614529895679148;0.0001275309386036;0.0127465694678923;WT;1.0967657901175705;-0.4278029658479427;OUI;NON
ENSMUSG00000020773;7.998065840976356;9.865643541599498;16.549109907918513;14.92762841529182;0.0095386801182377;0.4841474004932694;WT;1.0397957722792954;-0.1478277018788116;OUI;NON
ENSMUSG00000020882;153.16585319259497;140.43698503319408;347.2658744946018;240.202701970848;0.0003586311967725;0.005589768076987;WT;1.1804197213732943;-0.5316031592125472;OUI;NON
ENSMUSG00000020895;1.0852892882694984;2.1767257939524214;2.554269083104324;2.267191142533753;0.0080044611594862;0.4353667946340125;WT;1.1630754206631595;-0.1651384314734094;OUI;NON
ENSMUSG00000020974;0.333093153305717;0.7463461832342974;0.789040389096539;0.6534127594408085;0.0290574542776796;0.5208933973884602;WT;1.0375715968950956;-0.2388084958755587;OUI;NON
ENSMUSG00000021068;17.99869318299161;23.485728812048063;38.56371463458843;27.807201579899875;0.016184925763556;0.084751490468182;WT;1.095094720608773;-0.4703427877179867;OUI;NON
ENSMUSG00000021095;0.0407837949089524;0.5160810743660771;0.2064332244034088;0.5592077964130756;0.005932309742429;0.0415158915958177;WT;1.122091446685871;1.1051605782550342;OUI;OUI
ENSMUSG00000021280;1.2874487561646908;2.8017444077179423;3.037812601459879;3.293516249538508;0.031575040306558;0.7474320623462634;WT;1.1773247051289384;0.1130217280709446;OUI;NON
ENSMUSG00000021514;3.520537143855374;5.796542922382728;7.423384517263071;6.2481883150160105;0.0025613561837222;0.0304410050157406;WT;1.0551780760252163;-0.2450369023839495;OUI;NON
ENSMUSG00000021550;6.897923055572413;7.910304416309087;15.739274659675113;13.13413820514274;0.0035389781619132;0.1305850735287127;WT;1.1785075635859228;-0.2592420195414771;OUI;NON
ENSMUSG00000021614;4.482927783229232;19.56622151721512;9.381718650829686;15.738784778077289;0.0176486434201971;0.0435946423598253;WT;1.04887903267425;0.7402411596855322;OUI;NON
ENSMUSG00000021678;1.0058564280832356;0.8276017949569106;2.424801520575444;1.6738409150777334;0.0108633672470733;0.1711656694333683;WT;1.191005884845303;-0.509293350372577;OUI;NON
ENSMUSG00000021732;0.1795318739573722;0.5206603378224589;0.47784651464331;1.0045614818889474;0.0168601557091622;0.1423039158433832;WT;1.047673543050115;0.9347154782981324;OUI;NON
ENSMUSG00000021733;6.950317683360464;9.9108168114146;15.85753592281792;12.493303766108658;0.0101310577038495;0.1338745953957266;WT;1.1784777244032092;-0.341581081747905;OUI;NON
ENSMUSG00000021760;5.4952414804992005;22.24229992723358;13.418433023319476;19.32618763584402;0.0075768118618265;0.1634884037445332;WT;1.2726556308822534;0.5230748690205911;OUI;NON
ENSMUSG00000021932;4.293797963068593;5.347095624416374;8.716851254959284;6.064285332781259;0.0236339831806395;0.096077604693958;WT;1.0047949880197886;-0.5163298779251475;OUI;NON
ENSMUSG00000021943;5.189339260796894;6.100282743288759;11.241700488241875;7.15728094248928;0.0260518487671233;0.0750944535492206;WT;1.100477544588187;-0.6441359376399217;OUI;NON
ENSMUSG00000021973;37.07442134795851;43.72737020577775;75.40707850346968;67.85621293987651;0.035592149565386;0.5387909116910188;WT;1.0223016123339972;-0.1520064416577343;OUI;NON
ENSMUSG00000022012;0.5594772586800574;1.641488788327029;1.2891890847460057;1.2736306983642804;0.0081338943178154;0.951751841153136;WT;1.074848164454928;-0.0162487935610822;OUI;NON
ENSMUSG00000022105;21.14919345684826;23.607612696843404;45.53575393901184;49.8273494773306;0.0092546124782569;0.5600970508013114;WT;1.1027564832713146;0.1296657534649619;OUI;NON
ENSMUSG00000022359;3.044876720921838;4.353193630233884;7.349837309727214;5.553294705776882;0.0260084649194439;0.2086396665390022;WT;1.2442054555956372;-0.3981170136793293;OUI;NON
ENSMUSG00000022364;2.9261548200351064;4.141679028033609;7.0142702762377045;7.898785396100428;0.0125179436278321;0.4758380042510147;WT;1.2332299858088749;0.1690651610309877;OUI;NON
ENSMUSG00000022754;1.1722870838780934;11.612777697078831;2.763548494858521;10.824556693862675;0.0080132823932451;0.0755749249868974;WT;1.1703797932880369;1.9316987968249388;OUI;NON
ENSMUSG00000022892;119.504173584185;325.6125488531777;267.263304719922;337.5850423743517;0.0059152627311487;0.2998794619644248;WT;1.1605337377071798;0.3368768062299349;OUI;NON
ENSMUSG00000023439;1.2982713303935007;1.37237403073236;2.8274753446837755;2.634654996103261;0.00110315205456;0.5342443668124035;WT;1.066012681780362;-0.098298186156049;OUI;NON
ENSMUSG00000023904;65.37696839597292;66.38015864534776;145.67074870636182;124.50774932038648;0.0124358810384315;0.3580815017496186;WT;1.1546418170234978;-0.226307456319897;OUI;NON
ENSMUSG00000023991;5.853281191968128;11.841204964648094;13.54770955236619;13.399788585928874;0.00174465710378;0.9533182451684226;WT;1.196901904911058;-0.0157220349086592;OUI;NON
ENSMUSG00000024048;60.21925487343273;66.84785665274597;123.79604843335464;127.73065397274212;0.0051691140185265;0.7620798605444645;WT;1.0384396624428045;0.0451036635033728;OUI;NON
ENSMUSG00000024084;1.300687060222252;2.1381175353799997;3.0956375472199458;2.4030118363931967;0.0068166316029375;0.1352524655972946;WT;1.189969118840796;-0.3524386721162444;OUI;NON
ENSMUSG00000024208;72.27372476144349;70.04684798458536;166.77334214097058;108.26950932206196;0.011651268257443;0.050072245777633;WT;1.205215576052771;-0.6227946046009288;OUI;NON
ENSMUSG00000024352;0.3678398345019324;0.4960026817139065;0.844910439408476;0.5648158486382175;0.0226605768382522;0.1006061696516874;WT;1.0141628881039102;-0.5072228190269192;OUI;NON
ENSMUSG00000024381;427.1031619618583;418.8215151886532;900.1158288887759;667.5591476127363;0.0072792468464459;0.0444571635624472;WT;1.0753486072526417;-0.4311591644412062;OUI;NON
ENSMUSG00000024486;24.58918170536076;25.40318941561969;50.68513069661441;27.868538526230303;0.0452066728377964;0.1318788214768882;WT;1.040527133474453;-0.860601285373403;OUI;NON
ENSMUSG00000024501;8.569716224477329;47.54068185090465;18.02886188464917;44.57272821023162;0.0021286145420481;0.0915210716823157;WT;1.0642316793824875;1.3011060075346093;OUI;NON
ENSMUSG00000024736;5.126208985117401;22.917068204572733;10.435971998835663;29.429095893138086;0.0156171316236599;0.035550850883603;WT;1.0114866952333073;1.4868137689429204;OUI;OUI
ENSMUSG00000024803;30.56947554196716;76.9437323738465;96.46744124294854;80.95961383167861;0.0480872770237649;0.4399992596543103;WT;1.6547333545496414;-0.252553548413623;OUI;NON
ENSMUSG00000025171;10.099110673296186;7.775938232732722;22.882739511444303;18.270155012619497;0.0043205527155879;0.1173036289013229;WT;1.1721074158003038;-0.3231869751564606;OUI;NON
ENSMUSG00000025229;2.088205461509017;2.757779113758888;4.466815885822357;4.915148769902634;0.0209464824964901;0.5670268224904634;WT;1.0614404213787834;0.1351038700383492;OUI;NON
ENSMUSG00000025232;37.816048095223934;80.59700763395547;88.65745690765198;75.33706518372308;0.0213021923259972;0.4077883549795236;WT;1.227059728607337;-0.2345947815520752;OUI;NON
ENSMUSG00000025287;19.93041108664815;22.766997479311136;44.20406843214879;32.995622258581335;0.0188873067246586;0.1574008760605632;WT;1.1452471571423344;-0.4207987908265573;OUI;NON
ENSMUSG00000025329;0.1156479135609812;0.2251276226921403;0.4257438789395613;0.2650451274581456;0.0149699276471843;0.1484368271046333;WT;1.285682390476862;-0.5262853249696178;OUI;NON
ENSMUSG00000025351;27.45930536898446;48.56513803496984;56.14012054950366;54.4670371097089;0.0152968114533897;0.8500861782061992;WT;1.0290601613611672;-0.0435699766641935;OUI;NON
ENSMUSG00000025372;3.1026023446135054;8.454993127285817;7.60763062209601;8.068417545704461;0.0449237246152438;0.8032522812491767;WT;1.2670427589759343;0.0837691804103359;OUI;NON
ENSMUSG00000025492;25.266520509661248;36.03902977268149;57.39226268941754;63.07501745124684;0.0023673384302766;0.6472917790687218;WT;1.1804421706745525;0.1359863465199488;OUI;NON
ENSMUSG00000025510;76.63010559596768;74.62383887887779;156.1792344732462;116.70960912714064;0.0071544574629186;0.0582887857177312;WT;1.0262614482237715;-0.4199671339277421;OUI;NON
ENSMUSG00000025650;12.588237857410132;14.7218903618185;29.23234004813319;30.349040608768423;0.0007193889518394;0.7300342527590211;WT;1.209000448078374;0.0539046026081431;OUI;NON
ENSMUSG00000025793;19.26188892564052;25.590286200693296;38.917622708855454;37.925660521243366;0.0085273935285278;0.8175186054740335;WT;1.0109061718626258;-0.0371525707918991;OUI;NON
ENSMUSG00000026208;2375.921346715136;2218.452915436917;5540.328476234365;3796.757587967328;0.02328797840807;0.0987063844069912;WT;1.2214497555876975;-0.5451916657274911;OUI;NON
ENSMUSG00000026211;60.0261518242769;80.17107723602192;128.16367940653163;115.17470731553364;0.0015293319197664;0.2748091642549587;WT;1.093048166750262;-0.1540366956944001;OUI;NON
ENSMUSG00000026313;28.032653370024143;31.010250601266662;64.91022092308994;63.80744869403832;0.003029182509166;0.8613999401270448;WT;1.208420928002803;-0.0246824634256549;OUI;NON
ENSMUSG00000026335;34.84561528950537;105.6339063399882;78.10676293766043;113.98493877542062;0.003993986811254;0.1787907548419469;WT;1.1621819215897582;0.5447430677625322;OUI;NON
ENSMUSG00000026343;0.0022787164438723;0.3569172973836156;0.1093090045219317;0.1992760703005044;0.016521237723394;0.2625694610712803;WT;1.033128417431894;0.5158425495490816;OUI;NON
ENSMUSG00000026357;0.229039909711192;0.6003310387620077;0.6249889106035619;0.6468752901867556;0.0475749862175568;0.8821964799668723;WT;1.1396963468261898;0.0429084406170025;OUI;NON
ENSMUSG00000026365;8.42141736749246;50.34680337177669;17.21125218721818;39.57865155196731;0.0201697383459451;0.1318729037557764;WT;1.0225447649612032;1.1966529137180033;OUI;NON
ENSMUSG00000026411;5.468982961467549;10.050820207620308;11.177116383023373;13.828862453282484;0.0040964510635985;0.0417652651985599;WT;1.0179124265419994;0.3046792299664688;OUI;NON
ENSMUSG00000026520;6.708412079180832;7.12306554966362;13.878104730602404;11.8702935474944;0.001087079403161;0.0930876465993556;WT;1.037778497300443;-0.223710229281336;OUI;NON
ENSMUSG00000026782;6.449532703310546;8.602859713146449;13.839795042656386;11.241446372928364;0.0097994061926773;0.2600893558214278;WT;1.089745467471475;-0.2976047106696583;OUI;NON
ENSMUSG00000026825;8.96056729058021;42.96087541317032;19.57018639998196;37.47495675578679;0.0324222839802034;0.1503352340121179;WT;1.118337342351871;0.9337608147279304;OUI;NON
ENSMUSG00000026854;12.393380744897106;13.36516298429589;27.957267562913827;24.250736512191573;0.0141270699480884;0.3719204566650594;WT;1.1672105876046694;-0.2044091061136532;OUI;NON
ENSMUSG00000026942;10.25912644583762;11.48519902177874;21.327000177900903;18.96292443619886;0.0005010575291387;0.2159684059260579;WT;1.0485275340191835;-0.1686604244736703;OUI;NON
ENSMUSG00000026956;3.743252656767744;8.369231909190468;8.240333667670985;9.311345270031223;0.0011094276354437;0.4743217454729896;WT;1.1177772792303953;0.1742958563914252;OUI;NON
ENSMUSG00000027030;3.21460684870354;7.113629228078279;7.058060029756595;6.2924619616074455;0.0026070146514162;0.5883750969249499;WT;1.1107308827904263;-0.1631969719773164;OUI;NON
ENSMUSG00000027188;3.4736749261986413;28.339967090859336;8.695492251328691;19.676270917470585;0.0466240638578468;0.1176194226723994;WT;1.299355914459068;1.168934184739174;OUI;NON
ENSMUSG00000027207;2.72258933608882;5.691107755031427;5.731363971519457;6.221662988094762;0.0145781479029014;0.6908510239794817;WT;1.0468141294988944;0.1164707531965749;OUI;NON
ENSMUSG00000027224;0.3222231160997961;2.984045808764145;0.7785537582758939;2.767472971221695;0.0466919203048528;0.0497899958166295;WT;1.0571250004437358;1.7065774156197495;OUI;OUI
ENSMUSG00000027318;3.567261553457205;7.763992932775891;8.116830952629325;8.61216839290423;0.0451919304782836;0.785678817340069;WT;1.1638789216185876;0.0844497533508181;OUI;NON
ENSMUSG00000027408;3.511961344949279;54.23590428082453;7.621625926746846;57.05317180621275;0.0032075267341989;0.0798381637299425;WT;1.0961222115395228;2.88785699542347;OUI;NON
ENSMUSG00000027447;162.50463058160693;193.630073909977;361.3568518939803;279.3575620564924;0.0052608866794263;0.0628320404923219;WT;1.152455096530813;-0.37119422442944;OUI;NON
ENSMUSG00000027525;0.0184409535720309;0.005369809201443;0.1375482168246438;0.0560748877147629;0.0311480731407568;0.0867509545022981;WT;1.00405236621933;-0.6059819492055482;OUI;NON
ENSMUSG00000027555;0.3724014083866442;1.901174802973404;0.9689344256494964;1.952155998258066;0.0319756962603231;0.1716187163298058;WT;1.1780881818681117;0.9409670512430516;OUI;NON
ENSMUSG00000027610;5.280279348727923;5.65077591756833;10.752793822034947;7.681718859779258;0.0201561602593335;0.0824979473940651;WT;1.0123134959746798;-0.4799057175248809;OUI;NON
ENSMUSG00000027624;9.79100416647938;18.769257741881635;21.146224533406624;20.08678659993276;0.0036867321846397;0.7938454709241962;WT;1.1030175957068244;-0.0737952203347476;OUI;NON
ENSMUSG00000027646;2.9259801284558056;12.868303447975592;6.330785516109126;12.778763406137124;0.0068689136793884;0.0995651465819195;WT;1.0875924591026451;1.0019271976703814;OUI;NON
ENSMUSG00000027848;10.421257519970965;132.25171289653437;23.41462317310107;89.73285038476075;0.0308558772597137;0.1156369534317288;WT;1.1602510643927562;1.9336848982386596;OUI;NON
ENSMUSG00000027932;1.0882147716749218;2.887012331533851;2.3083136147117465;3.7139934568546447;0.0066075738109256;0.2179050859660543;WT;1.019227645453468;0.6632790940757464;OUI;NON
ENSMUSG00000027966;1.8290048429072496;376.253938302525;7.141727861879522;212.2733433781422;0.0219120707864223;0.1017096633470186;WT;1.9084771971683228;4.8741249209101065;OUI;NON
ENSMUSG00000028023;10.564516310903516;9.147541584744728;22.145220703350887;12.522463879771152;0.0007338006890947;0.0002186525231547;WT;1.060676878380277;-0.8175018631112912;OUI;NON
ENSMUSG00000028033;20.951527495607408;30.38461216803952;45.69669235426357;51.57237460641362;0.0207022742324835;0.4260451778951444;WT;1.1213184852565308;0.1741497803276984;OUI;NON
ENSMUSG00000028081;11.406169557355156;14.463864525673316;24.619010846555867;20.49885611994627;0.0090995167280192;0.2280641343362214;WT;1.1032133783065614;-0.2630567886720035;OUI;NON
ENSMUSG00000028098;80.12238070467285;69.83349766905262;166.03685162311533;101.63386701785215;0.0014554788468481;0.0059569475224932;WT;1.050295434227735;-0.7075720903127597;OUI;NON
ENSMUSG00000028195;29.237889424170703;107.1959146762637;67.32724827051507;107.188492774116;0.0032633053318739;0.1218924597326581;WT;1.2005666351136912;0.6700917210613665;OUI;NON
ENSMUSG00000028348;145.24182580099705;144.4387159003859;305.1517122630074;194.27806789391616;0.0085041957572813;0.0255605129453323;WT;1.0705494529612356;-0.6511339421502097;OUI;NON
ENSMUSG00000028407;3.510213669733428;3.423246156029654;7.242382485566036;5.784133055494794;0.0020279050078354;0.0725767811345398;WT;1.0241640452383682;-0.3194184004442771;OUI;NON
ENSMUSG00000028573;4.503254103607155;5.029453741102225;10.393575057850988;8.842991166150487;0.0148831740475036;0.2930942824607173;WT;1.1887802857905518;-0.2306769176015191;OUI;NON
ENSMUSG00000028645;5.753269392192936;6.473459638841733;12.371385091890785;9.34526253047988;0.039683388361297;0.2552080164042939;WT;1.091307117843502;-0.4009589001729814;OUI;NON
ENSMUSG00000028671;0.4420631194412814;1.294001349540033;1.146168776345257;1.1979038848947454;0.0074623177702905;0.8603161048646961;WT;1.2009667165343585;0.058684075101014;OUI;NON
ENSMUSG00000028834;195.6848420436347;392.7604340597333;437.4062186140232;503.6309015808785;0.0172269624977644;0.7718367485621224;WT;1.1600344495808443;0.2033497132055498;OUI;NON
