Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000085162;0.0521333770918428;0.0461869924195952;0.239193530813284;0.2503176896204834;0.0463511699392175;0.9402506804968054;WT;1.1567719488391444;0.0465551855086257;OUI;NON
ENSMUSG00000085260;0.2869738364943829;0.2124368837728771;0.7257901080525304;0.5298135951130568;0.0227306276076737;0.1888208129373547;WT;1.0935391086168342;-0.3908502371839245;OUI;NON
ENSMUSG00000085479;1.959954507983365;6.048883750818634;4.054636782787886;5.7210224398504455;0.0223041081216716;0.0241539363926402;WT;1.012109878261293;0.486550223581167;OUI;NON
ENSMUSG00000085531;0.0635490802879789;0.0206864568081068;0.2706177888723496;0.0895034278081648;0.017192869773232;0.0257079651849472;WT;1.18020848284393;-0.9677081847124064;OUI;NON
ENSMUSG00000085795;25.911425130088872;31.84248734338359;52.57473283736024;54.47596904599189;0.0461078687116326;0.8593749250859951;WT;1.017965647093844;0.0511547499960913;OUI;NON
ENSMUSG00000086429;2.8941057778630386;4.854085869788959;6.221521999322391;5.9871042837030055;0.0180867764627623;0.6272362804885627;WT;1.0781467594207144;-0.0545158681124703;OUI;NON
ENSMUSG00000086736;0.084413851311689;0.3731794682908514;0.2809749407857503;0.2971565737191913;0.0152117766969985;0.8914650273200844;WT;1.046749084786008;0.0600117775757977;OUI;NON
ENSMUSG00000087591;0.0;0.0;0.1760197428966741;0.1364211555584388;0.00348357402634;0.6805006164676215;WT;1.4647714625123127;-0.2234123252470471;OUI;NON
ENSMUSG00000089671;0.302117279738384;0.2430037934563928;0.7579255962803455;0.75522502125506;0.0417732254224771;0.994289337492152;WT;1.0932362024179385;-0.0045484727190835;OUI;NON
ENSMUSG00000089762;0.4667878725393479;0.70987370619456;1.070375282810908;1.412630533087326;0.0252456228109871;0.1032776589303254;WT;1.0460904119867267;0.3700884391410826;OUI;NON
ENSMUSG00000089812;0.081646811729544;0.3074172714922452;0.3424168012408135;0.4627568396264037;0.0144706103758689;0.4595328475636592;WT;1.284270130718598;0.3471055115270448;OUI;NON
ENSMUSG00000090319;0.2578217858559136;0.4907019587309393;0.8062502710549666;0.8665465484744819;0.0110295967550421;0.7477280358125997;WT;1.3406682934644625;0.0929296921769123;OUI;NON
ENSMUSG00000090553;5.575951492509655;5.729768195299756;12.029549566614882;9.044139484817563;0.0127638454949006;0.1002366750868648;WT;1.0955918115817238;-0.4076066609470943;OUI;NON
ENSMUSG00000090946;5.673577152878754;7.787006950145219;12.507718987242146;8.851376058194584;0.0086079562832533;0.0590482096176821;WT;1.126769928127613;-0.4941259000066174;OUI;NON
ENSMUSG00000091509;1.561166502843876;2.4005456052635825;3.2706861828924843;2.5750972760277806;0.0128850286263388;0.1685040464739407;WT;1.0208456305476088;-0.333450962024342;OUI;NON
ENSMUSG00000091803;1.1413667484287509;0.9959602767037172;2.430574401705933;1.8485638615450948;0.0029215074032962;0.0914539019981377;WT;1.0275354846650169;-0.377053677150787;OUI;NON
ENSMUSG00000093565;0.2773284999730088;0.738961102239269;0.6899770147955756;0.8097779162086491;0.0036679777740351;0.6147761723620666;WT;1.0659896048213815;0.2037037381405204;OUI;NON
ENSMUSG00000093577;0.2685444334859194;0.4999824765835403;0.6649919206114243;0.6281522643585667;0.03412839709904;0.8576210557513076;WT;1.0536059429551778;-0.071204346201021;OUI;NON
ENSMUSG00000093803;6.718244289862259;10.22361575125026;14.322769355934016;13.996819869676818;0.0026384656816087;0.7754522120784229;WT;1.0808760114294724;-0.0329784682376248;OUI;NON
ENSMUSG00000094250;0.022554063357974;0.04933881497006;0.1531317973274985;0.0612252334616415;0.0134427036920132;0.0372632962980023;WT;1.04647042550692;-0.6508111853406118;OUI;NON
ENSMUSG00000095042;0.5623935402669765;0.7697902794339299;1.3301496134897413;1.3176445092547384;0.0137972999389028;0.9585207161326772;WT;1.1104055721128503;-0.012670275340608;OUI;NON
ENSMUSG00000096006;0.0784324824211619;0.1155078678587685;0.2640890855738231;0.2240802704834943;0.00428126630923;0.6149742000038898;WT;1.0289132212585983;-0.1679402990176341;OUI;NON
ENSMUSG00000096145;2.6348200875860472;8.072401928743767;6.17457357642868;7.922439456233102;0.0140723357904221;0.4200410844765908;WT;1.1980714887770347;0.3545235807900528;OUI;NON
ENSMUSG00000096965;0.0420287641414148;0.0747673808982027;0.2217956340350255;0.1363049726830277;0.0036538103554652;0.1964928837095687;WT;1.179961613660691;-0.4454947634367949;OUI;NON
ENSMUSG00000096974;1.4242893951253497;1.2985986617140848;3.338614934648816;2.2008486889043293;0.0016688474303952;0.0005821249306309;WT;1.1736907352352357;-0.5796614575506921;OUI;NON
ENSMUSG00000097303;0.3203000446284558;0.4439849750863052;0.7852736019499986;0.6216278804797787;0.0036835003416885;0.0937384738635689;WT;1.0747037926057563;-0.2948683233185165;OUI;NON
ENSMUSG00000097318;0.33257281683379;0.2682327363590396;0.8493897116470623;0.6922057597814463;0.0447219641951711;0.4511396925043613;WT;1.1340574074211045;-0.2611252251594957;OUI;NON
ENSMUSG00000097487;15.255353316553045;11.89037943081004;30.672291679233275;18.360264950699158;0.0018834814020312;0.0035659384198632;WT;1.002890180140657;-0.7372086289047535;OUI;NON
ENSMUSG00000097921;0.0489535916023013;0.010739618402886;0.2105246657580978;0.0713673189551469;0.0042768661832958;0.0116750943990016;WT;1.0598449593142327;-0.8576158670888655;OUI;NON
ENSMUSG00000097960;3.1111084590775926;2.157088983275797;7.413301016947363;6.867168180523159;0.0192373483891426;0.7957384058401376;WT;1.2263755096769722;-0.1088745153978077;OUI;NON
ENSMUSG00000098070;0.3376858080686296;0.4400271783455309;0.8453574317854325;0.8419458232002521;0.0469394258017755;0.9869430815349566;WT;1.1109642980287096;-0.0052158190638661;OUI;NON
ENSMUSG00000098173;0.2824753569703618;0.5315316869294698;0.7251878996009385;0.9368967685519676;0.0088106388016149;0.0736054923744156;WT;1.109355868551588;0.3294776982716386;OUI;NON
ENSMUSG00000099338;0.2675134109818671;0.2919472313704087;0.7017612795621312;0.4261071706726822;0.005787694773877;0.0340165839237462;WT;1.1253758488447745;-0.6078160316560368;OUI;NON
ENSMUSG00000099655;0.1831216806469526;0.3045958171413235;0.4829573983674997;0.6122337059915954;0.019378063120372;0.2091343902942128;WT;1.0419682264114598;0.2889602545730788;OUI;NON
ENSMUSG00000100546;0.0209974491894507;0.0133357105552893;0.159660500626025;0.0892370177811264;0.0027690496323933;0.0462399807462223;WT;1.1016499353336795;-0.4564322384841183;OUI;NON
ENSMUSG00000101227;0.0656165747107987;0.1368987210058689;0.3168227053015268;0.1612621778629457;0.0189801609078776;0.092859206889911;WT;1.3315868034339482;-0.673935581542075;OUI;NON
ENSMUSG00000101445;0.1188944981200957;0.7796686808329407;0.3425422668465442;0.3722642968649101;0.0433772103451624;0.8878960957087004;WT;1.0155795593342245;0.0937792196172421;OUI;NON
ENSMUSG00000101941;0.1217840815940236;0.1198852740370504;0.4736714295514673;0.3573908212999328;0.0085949608970855;0.2784967791323254;WT;1.3710688487818918;-0.3267972547871329;OUI;NON
ENSMUSG00000102059;0.4582262765428455;1.183131831355339;1.0714192055433278;1.0722914941536688;0.0129914670037221;0.9978907985415146;WT;1.0693355119728525;0.0010738923627666;OUI;NON
ENSMUSG00000102985;0.0072364723969473;0.1064603222437964;0.1531317973274985;0.0940929695766339;0.0114960071608073;0.1332846247582101;WT;1.239093077014381;-0.3831408821882641;OUI;NON
ENSMUSG00000105944;0.1435600559373607;0.2288705763291976;0.4041222818973399;0.3462130083039458;0.004112358017085;0.5004445520973417;WT;1.0494961726047265;-0.1760411493788402;OUI;NON
ENSMUSG00000107061;0.0113935822193615;0.0566722896682585;0.1318091192072102;0.0776570068069816;0.009156333057895;0.1367654827475135;WT;1.0572712057884015;-0.3838427322633774;OUI;NON
ENSMUSG00000107994;1.535841742740946;1.6022749030948862;3.645994931862117;3.185918320371537;0.0003443985528939;0.3654198469490566;WT;1.1953157642068493;-0.1890523287107612;OUI;NON
ENSMUSG00000108871;0.0753429855726709;0.0513024804668155;0.3317003238604423;0.2941962538825864;0.0437429882678062;0.7189948084843267;WT;1.2998504569868752;-0.1311161088479105;OUI;NON
ENSMUSG00000109975;0.5059876771104587;0.7160605277751318;1.2125402990082224;1.0484269365553498;0.0079336975145748;0.4775808083410068;WT;1.11500135702061;-0.1927026438963408;OUI;NON
ENSMUSG00000110369;0.0;0.0;0.1366762223296936;0.0491595320849008;0.0314053985531125;0.0877961234448411;WT;1.242914773034299;-0.6660585965532819;OUI;NON
ENSMUSG00000110626;0.1286750432923968;0.3327527271874756;0.4068092201293422;0.3437663627942696;0.0108622241262649;0.3762323821113151;WT;1.148143846756832;-0.1916424546341239;OUI;NON
ENSMUSG00000110630;0.2206816900298925;0.8281754461218571;0.5772140760910168;0.7053413149110892;0.0231426068111477;0.608356190158059;WT;1.0784699778421816;0.2499883867838266;OUI;NON
ENSMUSG00000110697;0.2175463407160714;0.3746688262213724;0.6015901685200329;0.5045386608303072;0.0349739454422401;0.5369059631522626;WT;1.1436613861489044;-0.2147939270756843;OUI;NON
ENSMUSG00000111761;0.1701166718923116;0.8659043088544865;0.4466793536376007;0.5892080604154135;0.0111962940582469;0.404075079320079;WT;1.017112203216449;0.3342446837408933;OUI;NON
ENSMUSG00000111905;0.2877323350174316;0.3321618044679103;0.7153852385840943;0.7148073657812257;0.0062709662156709;0.9972149733112206;WT;1.0724207851209389;-0.0010228168863611;OUI;NON
ENSMUSG00000112237;0.1662474755174027;0.3779388489655062;0.4665622299147322;0.3490524964922674;0.0177103973465813;0.3144853813247745;WT;1.0894665809307884;-0.3353503139892626;OUI;NON
ENSMUSG00000112290;0.0022787164438723;0.0079659013538463;0.1251973996331782;0.074378957867545;0.0218647490607154;0.2516533797502722;WT;1.1386842080627968;-0.3689642065686414;OUI;NON
ENSMUSG00000112747;0.0647500494839702;0.0;0.2299719935962966;0.0331341461420307;0.0184336661503308;0.0083174292962446;WT;1.0020646822330317;-1.3094629407823188;OUI;OUI
ENSMUSG00000113035;0.0710633318584738;0.0240753289581753;0.287813726917479;0.0896755785322413;0.0465997760242874;0.0547452107293374;WT;1.1808333242283051;-1.0318299313575956;OUI;NON
ENSMUSG00000113318;0.0583462365513381;0.0286523581619531;0.2564253950405315;0.1071067166071058;0.0435201237238628;0.0932210284636828;WT;1.1705175525214029;-0.7832257895886245;OUI;NON
ENSMUSG00000114596;0.0;0.0;0.1955507144720267;0.0398582053206681;0.0089169246514977;0.0093768674880117;WT;1.5634057082017423;-1.07944081063951;OUI;OUI
ENSMUSG00000115149;0.8367380873049948;0.8480423982291985;1.8182178955814303;1.1496219094401985;0.0030205363570524;0.021576878071063;WT;1.034048978585332;-0.6182749559354034;OUI;NON
ENSMUSG00000115391;0.0594585276180598;0.0306160236587087;0.2578658243453365;0.0843810659856189;0.0395320141820175;0.0683737609005318;WT;1.1662375221416148;-0.9567282614746502;OUI;NON
ENSMUSG00000115709;0.0072364723969473;0.0;0.1426371182800135;0.0873647209736843;0.0330293594450739;0.2815614265897927;WT;1.178004601806875;-0.3729509361977638;OUI;NON
ENSMUSG00000117571;0.0194747007834408;0.0;0.1687153778303531;0.0781426972095775;0.0482234927390297;0.1633027721261895;WT;1.1693737306665173;-0.5930455423477229;OUI;NON
ENSMUSG00000117901;0.2727805233028947;20.791607366685984;0.6620652268317235;15.68011345172112;0.0232877982401225;0.0011514433786423;WT;1.0315880010863163;4.372049281042191;OUI;OUI
ENSMUSG00000118163;2.3633575202331856;2.4754807945249917;4.932209064962514;5.6089538141281805;0.0239506269145556;0.553110196730707;WT;1.0305658316849802;0.1820345301129804;OUI;NON
ENSMUSG00000118664;3.727791817078934;11.588493260544618;7.649934199659272;10.999266539385577;0.0084859805546117;0.1789988482337767;WT;1.01767169352712;0.5182083772589335;OUI;NON
ENSMUSG00002074925;0.0869256688363104;0.1935537391195085;0.2799774806850695;0.2422443632608449;0.0102828830249899;0.4238199788160863;WT;1.0234492248195342;-0.1508871393606797;OUI;NON
