Protein Annotation,Unnamed: 1,Unnamed: 2,Unnamed: 3,LFQ intensity 180808_AM_Ech13_rep1,LFQ intensity 180808_AM_Ech13_rep2,LFQ intensity 180808_AM_Ech13_rep3,LFQ intensity 180808_AM_Ech14_rep1,LFQ intensity 180808_AM_Ech14_rep2,LFQ intensity 180808_AM_Ech14_rep3,LFQ intensity 180808_AM_Ech17_rep1,LFQ intensity 180808_AM_Ech18_rep1,LFQ intensity 180808_AM_Ech19_rep1,LFQ intensity 180808_AM_Ech20_rep1,LFQ intensity 180808_AM_Ech17_rep2,LFQ intensity 180808_AM_Ech18_rep2,LFQ intensity 180808_AM_Ech19_rep2,LFQ intensity 180808_AM_Ech20_rep2,LFQ intensity 180808_AM_Ech17_rep3,LFQ intensity 180808_AM_Ech18_rep3,LFQ intensity 180808_AM_Ech19_rep3,LFQ intensity 180808_AM_Ech20_rep3,LFQ intensity 180808_AM_Ech21_rep1,LFQ intensity 180808_AM_Ech22_rep1,LFQ intensity 180808_AM_Ech23_rep1,LFQ intensity 180808_AM_Ech24_rep1,LFQ intensity 180808_AM_Ech21_rep2,LFQ intensity 180808_AM_Ech22_rep2,LFQ intensity 180808_AM_Ech23_rep2,LFQ intensity 180808_AM_Ech24_rep2,LFQ intensity 180808_AM_Ech21_rep3,LFQ intensity 180808_AM_Ech22_rep3,LFQ intensity 180808_AM_Ech23_rep3,LFQ intensity 180808_AM_Ech24_rep3,logFC_Patho,P.Value_Patho,adj.P.Val_Patho,logFC,adj.P.Val,logFC_Rescue,P.Value_Rescue,adj.P.Val_Rescue
A2AAJ9,sp|A2AAJ9|OBSCN_MOUSE Obscurin OS=Mus musculus OX=10090 GN=Obscn PE=1 SV=2,Obscn,Obscurin,30.2047845943582,30.0572742452979,30.0620435409844,30.2738228676134,30.4385107207267,30.2356524955873,30.0939013490096,29.6330764040775,29.5682223120897,29.8632124375853,30.1984206370223,29.4097195807446,29.6040256985117,29.7676101771746,30.1091811129977,29.5537142652645,29.6819913422623,29.8333092163131,29.8599639530168,30.0496830522618,29.8736945793603,30.1449158728757,29.9112268397799,30.0467661237576,29.7718351878827,29.9748559116594,29.9000570081899,29.9207262658931,29.8283348664153,30.0035567429658,-0.435649366340236,4.04050776335638e-05,0.0001661792905327,-0.435649366340236,0.0001661792905327,0.164102655917109,0.0340251912009897,0.0697154449501129
E9Q7G0,sp|E9Q7G0|NUMA1_MOUSE Nuclear mitotic apparatus protein 1 OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1,Numa1,,24.3137895278947,24.2217893709509,24.0852396759085,24.1733081687365,24.5814846690803,23.891349094845,24.0875020559451,24.8392562400485,24.9663969386126,24.9738138360324,24.6832726578302,24.6327307795589,24.9978475474758,24.9371852267754,24.6071038472422,24.8164643933545,24.8785050796477,25.1186497586492,24.6600102672187,24.3404812920098,24.4921044593277,24.5304546854148,24.5967493956223,24.6271315287732,24.7318476525712,24.1981364453754,24.4509818683261,24.6849981801382,24.5735398492229,24.1044091897271,0.583733945528387,1.87719100897361e-05,8.57419677071731e-05,0.583733945528387,8.57419677071731e-05,-0.295656962287101,0.0036412809677166,0.010467324095257
O08532,sp|O08532|CA2D1_MOUSE Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus OX=10090 GN=Cacna2d1 PE=1 SV=1,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1,28.2108255297644,28.2502751423773,28.2177557308127,28.3055060492543,28.2612762622969,28.1709226090417,27.7458040785356,27.3266048707179,27.3866467611283,27.3965820734155,27.7289914516568,27.2840191960755,27.3801455306476,27.5211489058155,27.7527148767926,27.3117740107196,27.4297189666726,27.4446656382128,28.0857312440197,27.9425860074895,28.1762690270087,27.8782311839901,28.1019664177215,27.981211226375,27.9730064105757,27.9944546001198,28.1918619857418,27.9327872241116,28.1353383350388,27.9346131079227,-0.760358857225409,1.84924387200477e-12,1.22776584216317e-10,-0.760358857225409,1.22776584216317e-10,0.551603367477068,3.07714069961409e-11,1.6933065678447801e-09
O08585,sp|O08585|CLCA_MOUSE Clathrin light chain A OS=Mus musculus OX=10090 GN=Clta PE=1 SV=2,Clta,Clathrin light chain A,24.4936432894942,24.3504465033506,24.2744342389376,24.0797231909744,24.4917894764125,,25.176244888328,24.4618045579372,24.559082550843,24.7521414661388,24.7031994803443,24.3637292511604,24.6735968335242,24.5763132349701,24.4537557373025,24.4306048031307,24.5795197629889,25.1021029308718,24.8157288281972,,,24.8286022751828,24.6872964809969,,,,,,,,0.314667284961136,0.0124597194499951,0.0272822361101778,0.314667284961136,0.0272822361101778,0.124534569997319,0.379910656958647,0.498438641214138
O09161,sp|O09161|CASQ2_MOUSE Calsequestrin-2 OS=Mus musculus OX=10090 GN=Casq2 PE=1 SV=3,Casq2,Calsequestrin-2,30.0796343232554,30.1818272711012,30.225428902866,29.9809959374871,30.0696458935174,30.0539608899596,30.3684297284737,30.4228619554978,30.4142732400302,30.3172950987519,30.4449917071515,30.4724561539993,30.3990636617331,30.3570917071365,30.3756536033251,30.4198867982009,30.4527013462879,30.3194527989066,30.0621633881305,30.0731293165236,29.9611489485468,30.0480593635109,30.214685912836,30.0654706340594,29.9058819663383,30.079672875765,30.2069272310394,30.0597186725491,29.9883418979316,30.0849697509552,0.298430946926771,5.826144856516e-08,5.5828882929192e-07,0.298430946926771,5.5828882929192e-07,-0.334498986775742,7.3644958844868e-11,3.0834824072873e-09
O35114,sp|O35114|SCRB2_MOUSE Lysosome membrane protein 2 OS=Mus musculus OX=10090 GN=Scarb2 PE=1 SV=3,Scarb2,Lysosome membrane protein 2,24.5301550637786,24.7429704335192,24.871884324806,24.6758275797945,24.7374424609183,25.1172439133074,24.4468313970863,24.6724972286668,24.6579396816013,24.4677655992408,24.5795773461123,24.6740796134945,24.3467220300872,24.4462238756318,24.2952424962226,24.593808916864,24.6074499602415,24.3637037755663,,25.0395939028793,25.1083867980108,24.8007746259877,24.8672737901736,24.6978912085338,24.8595687082671,24.7506503757939,24.9507851575644,24.650825845399,25.0062831495993,25.1429637179394,-0.26660046928604,0.0023001857657903,0.006206161594491,-0.26660046928604,0.006206161594491,0.385073532066734,3.00642342127593e-06,2.08286744941635e-05
O35459,"sp|O35459|ECH1_MOUSE Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV=1",Ech1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",27.3995934672082,27.4333302513689,27.2709963755255,27.1768497680203,27.2285274366528,27.222985153427,26.8124403813296,25.8103629590893,26.3553307213735,26.2977370315544,26.884586059668,26.2807440640426,25.7347715132306,26.4296460907538,26.7627407736272,26.175771261455,26.3828480848414,26.632696517844,26.8507152371339,27.1663356208742,27.0925148854314,27.2404074803695,26.9657094786648,26.6677680727414,27.1393040666803,27.2901150416599,26.7518292914646,26.8410223895175,27.2952727336782,27.2427311125061,-0.908740787133016,1.60982783381119e-07,1.35414929550001e-06,-0.908740787133016,1.35414929550001e-06,0.665337495992688,1.10074093014092e-06,8.87040598933641e-06
O35465,sp|O35465|FKBP8_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus OX=10090 GN=Fkbp8 PE=1 SV=2,Fkbp8,Peptidyl-prolyl cis-trans isomerase FKBP8,,,25.0880689801198,,,,,,,,,23.862878938131,,24.1354577677493,,23.8348670124417,,,,,,,,,,,,,,,-1.14366774067915,0.0019541212774421,0.0053500905077541,-1.14366774067915,0.0053500905077541,,,
O55028,"sp|O55028|BCKD_MOUSE [3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Mus musculus OX=10090 GN=Bckdk PE=1 SV=1",Bckdk,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",,22.5321804745187,22.6667551407097,22.6664027812795,,22.6027123845101,22.1858621829867,,,,22.4046379354293,,,,,,,22.0513822077819,22.3931854416595,22.8483941569835,22.6641254132556,,,,22.8209196199059,,,,,,-0.403051919855169,0.0066130962286155,0.0158628979212854,-0.403051919855169,0.0158628979212854,0.467695382551806,0.002634896563762,0.007867781422029
O55029,sp|O55029|COPB2_MOUSE Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb2 PE=1 SV=2,Copb2,Coatomer subunit beta,26.8247551837608,26.5890869231196,26.8538824405756,26.4698068224816,26.9129757434596,26.744892934543,27.1375475664993,27.4178735582791,27.4017777101807,27.0703357977759,26.9533368921637,27.4684940958324,27.4511088582519,27.2253757383577,27.410817803892,27.0565063332302,27.3108505272749,27.3182226447271,27.0254466776247,26.4435919606305,26.5600958239913,26.6571162034076,26.883913499551,26.4120651753862,26.661852547087,26.6243804081197,27.1181929440078,26.5910832058778,26.4898442971679,26.5922368475428,0.535953952548716,4.71592425981914e-06,2.48354198272062e-05,0.535953952548716,2.48354198272062e-05,-0.596868994672548,1.8994431340417e-08,2.6509619392495e-07
