Protein Annotation,Unnamed: 1,Unnamed: 2,Unnamed: 3,180808_AM_Ech13_rep1,180808_AM_Ech13_rep2,180808_AM_Ech13_rep3,180808_AM_Ech14_rep1,180808_AM_Ech14_rep2,180808_AM_Ech14_rep3,180808_AM_Ech17_rep1,180808_AM_Ech17_rep2,180808_AM_Ech17_rep3,180808_AM_Ech18_rep1,180808_AM_Ech18_rep2,180808_AM_Ech18_rep3,180808_AM_Ech19_rep1,180808_AM_Ech19_rep2,180808_AM_Ech19_rep3,180808_AM_Ech20_rep1,180808_AM_Ech20_rep2,180808_AM_Ech20_rep3,180808_AM_Ech21_rep1,180808_AM_Ech21_rep2,180808_AM_Ech21_rep3,180808_AM_Ech22_rep1,180808_AM_Ech22_rep2,180808_AM_Ech22_rep3,180808_AM_Ech23_rep1,180808_AM_Ech23_rep2,180808_AM_Ech23_rep3,180808_AM_Ech24_rep1,180808_AM_Ech24_rep2,180808_AM_Ech24_rep3,logFC,adj.P.Val,logFC_Patho,P.Value_Patho,adj.P.Val_Patho,logFC_Rescue,P.Value_Rescue,adj.P.Val_Rescue
A2ABU4,sp|A2ABU4|MYOM3_MOUSE Myomesin-3 OS=Mus musculus OX=10090 GN=Myom3 PE=1 SV=1,Myom3,Myomesin-3,25.74102496244753,25.830207915614594,25.440764916993025,25.43480200110213,25.57315853629187,25.647025215713448,26.720652942634626,26.719156082571537,26.877183428211776,26.748245923111064,26.535029964702606,26.78138269167169,26.708798828432798,26.896338287623927,26.676367927380188,27.11704130621513,27.13950182359661,27.16963946467249,26.13739111284344,25.912714063203598,26.06449884461178,25.921705672803988,25.98822246749858,25.779878770674625,26.227846807011705,26.122942433601764,25.933098776203266,25.979335692612022,25.99729874385116,26.270336847824023,1.2296142978749351,2.768306894312938e-07,1.2296142978749351,4.5668333045434205e-09,2.768306894312938e-07,-0.812839036507043,1.1720247212757663e-10,6.528494460944201e-09
A2AJI0,sp|A2AJI0|MA7D1_MOUSE MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1 PE=1 SV=1,Map7d1,MAP7 domain-containing protein 1,22.55109580051095,22.601502755063382,22.20669198669334,22.43935987161076,22.747015679909072,22.486026914199222,22.939480263516547,22.664549345330244,23.04455332735158,22.813751033071068,23.04688885623076,22.671314330263783,23.226123685574407,22.884024075548723,22.93800775114223,22.714863962160194,22.81036089510992,22.998314341022734,22.589994034101338,22.60143483964141,22.48774825439302,22.67002925884341,22.917184137430255,22.43837000368728,22.102546877707912,22.214836718122548,22.241985771518614,22.085446407302012,22.6374981086824,,0.3907371541957261,0.004925530683890486,0.3907371541957261,0.0014793321170927757,0.004925530683890486,-0.44264892115440446,0.00019858522533173516,0.0007901238405573478
D3Z4I3,sp|D3Z4I3|RBM24_MOUSE RNA-binding protein 24 OS=Mus musculus OX=10090 GN=Rbm24 PE=3 SV=1,Rbm24,RNA-binding protein 24;RNA-binding protein 38,23.98123816673251,24.062330985682614,24.055415684317552,23.65277163590832,24.120732838011378,24.033194501967188,24.38076690281232,23.822845730324495,,24.67641598613569,24.555708384759807,24.358309311283683,,24.34591925641608,24.37708990074149,24.075469105742567,24.36803376713094,24.39331102923293,,,24.065152942686293,24.148041259439047,,23.85402575668927,23.945392160659807,,23.91103767130713,24.025440239733147,23.84879907369502,23.50498071059291,0.3511063020214067,0.011819435184864871,0.3511063020214067,0.004106121102553735,0.011819435184864871,-0.4225282106076733,0.0007518321033145663,0.00251138730134736
E9PV24,sp|E9PV24|FIBA_MOUSE Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga PE=1 SV=1,Fga,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,26.594778394386413,26.66761009980103,26.58818269492607,27.015824464181883,26.880458761883983,27.155223746539065,25.74128912064065,25.19213877324563,25.25890777047367,26.230042702045438,26.149370737620075,26.229826294748083,26.589642197941945,26.727574901066998,26.64417917997399,26.49266374027516,26.259744463190614,26.321194589915642,26.780470061799196,26.759960850218683,26.803711659590864,26.940818061267475,26.865650750154533,27.064481133082833,26.843661390580284,26.75784025139512,26.88272417051586,26.603785156981566,26.603188095129447,26.697915770652997,-0.6639651543582517,0.005301244367953307,-0.6639651543582517,0.0016239366566211133,0.005301244367953307,0.6473027400192564,0.0003024319589180197,0.001133295031509161
E9PZQ0,sp|E9PZQ0|RYR1_MOUSE Ryanodine receptor 1 OS=Mus musculus OX=10090 GN=Ryr1 PE=1 SV=1,Ryr1,Ryanodine receptor 1,31.44824321321968,31.40166809945984,31.427167514712682,31.71226795740517,31.726216555575697,31.680165483120344,31.190728226595038,31.276357629099508,31.190886082729982,31.08062138366073,31.07118575290755,31.062190704869533,31.074717181529532,31.150394741004074,31.165389339779654,31.135772343863337,31.155585100067,31.10526881825898,31.61294349248868,31.551538222273805,31.602546592011652,31.599925056635378,31.47964229948722,31.591961668032514,31.601147110183284,31.58153091327468,31.609948201783713,31.166259702457687,31.215368079478587,31.21396815321623,-0.4276966952184935,0.0026289366240903203,-0.4276966952184935,0.0007015599918727201,0.0026289366240903203,0.3473068489132132,1.9817916408480604e-06,1.570950989149174e-05
E9Q7G0,sp|E9Q7G0|NUMA1_MOUSE Nuclear mitotic apparatus protein 1 OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1,Numa1,,24.28218078796448,24.15655971751342,24.036219183528445,24.121197420028277,24.54109699127379,23.824265123172317,24.16116339457846,24.74611501038075,24.666999094489032,24.96103901483254,24.71447843824159,24.930701240399223,25.060388794165114,25.129503869934414,25.01355936526396,25.081401586618696,25.0113834660865,25.149507609185715,24.62666977716454,24.509832991951445,24.400473699648952,24.316481322212173,24.51826315971907,24.642233708382257,24.46302214660901,24.666928065839794,24.52460444463861,24.407463217000316,24.097658187589985,24.035142853903274,0.7252668697678786,0.0005625814202296267,0.7252668697678786,0.0001116427951838512,0.0005625814202296267,-0.45145560912638416,0.00016031360362733118,0.0006634665403131116
O08532,sp|O08532|CA2D1_MOUSE Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus OX=10090 GN=Cacna2d1 PE=1 SV=1,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1,28.17921678983422,28.18504548893983,28.16873523843269,28.253395300546025,28.22088858449041,28.103838637369027,27.819465417168963,27.7918338042073,27.812610124039466,27.448387645501956,27.36576685475817,27.426010857764247,27.480638616680782,27.51180185310616,27.564773252288823,27.50416982400177,27.595347145126524,27.475523488749324,28.052390753965533,28.01505001405068,28.141353817064594,27.918586037691885,27.87234285732092,27.890022752355605,28.147186714290015,27.908086823844375,28.086402930454472,27.755239715575613,27.89397634233437,27.865346772098874,-0.6188259329859065,2.2938711354284933e-07,-0.6188259329859065,3.6728649912246618e-09,2.2938711354284933e-07,0.39580472063778416,6.965681442568017e-07,6.902052621698405e-06
O08547,sp|O08547|SC22B_MOUSE Vesicle-trafficking protein SEC22b OS=Mus musculus OX=10090 GN=Sec22b PE=1 SV=3,Sec22b,Vesicle-trafficking protein SEC22b,25.77902803082426,25.570260699477934,25.70360528074079,25.783530955521922,25.779818593110434,25.864464649714293,25.936192477397555,26.252044580186546,26.195114745357337,26.13629167663552,26.37975750348311,26.403159321233233,26.15578090749477,26.337006160203433,26.246356182965336,26.36522619099842,26.02209192610382,26.139433496917405,25.862097087356624,25.86582136250325,25.887205007176153,25.917159610594883,26.0373731131456,25.800400612022468,25.983751506648048,26.025226861615764,25.756682964763733,26.189917168791283,26.13612498301958,25.913595041578976,0.4672532291830933,1.7706165490777955e-05,0.4672532291830933,1.4432973325816091e-06,1.7706165490777955e-05,-0.26609165414667757,0.00010554895784367937,0.0004688284528358258
O08553,sp|O08553|DPYL2_MOUSE Dihydropyrimidinase-related protein 2 OS=Mus musculus OX=10090 GN=Dpysl2 PE=1 SV=2,Dpysl2,Dihydropyrimidinase-related protein 2,28.413055249481136,28.34937412475574,28.37310448967824,28.26879682151372,28.34623267778045,28.344974046599575,28.803707962352263,28.903517622631366,28.779536246152855,28.925616784325978,28.845273828639986,28.867376123283247,28.83226594720627,28.81539359189141,28.90820832692792,28.702671176560635,28.66490709355308,28.742084832956298,28.63269136958672,28.611288640135637,28.581671326049385,28.416686694897237,28.442047528348237,28.455734492978813,28.45595741879052,28.362294920403897,28.50286678177401,28.394079733221183,28.46779537551997,28.431670413149728,0.46662372640530236,1.7654283532213397e-08,0.46662372640530236,9.626014044116295e-11,1.7654283532213397e-08,-0.3363145701354995,1.8284354881019509e-09,6.078073453190517e-08
O08600,"sp|O08600|NUCG_MOUSE Endonuclease G, mitochondrial OS=Mus musculus OX=10090 GN=Endog PE=1 SV=1",Endog,"Endonuclease G, mitochondrial",25.50795672752612,25.627664312797936,25.03755131200803,25.295869552720468,25.15878831279914,25.768557991536895,24.537114191482765,25.402527808339364,24.927958350888357,24.59432704763386,24.48431863604575,24.250353094510313,24.49471318335636,24.522730870930044,23.823703843548078,24.53167823548567,24.280381700797015,24.389750770950105,24.826210606865168,24.776811784435864,24.703948504757296,24.851797253424046,25.23615529698583,25.06325858652405,25.631959448681396,24.986310197688827,24.917307542283215,25.05144714651971,25.152983196165053,25.48679275538935,-0.8794348904007911,0.00048671283224724094,-0.8794348904007911,9.254511865270741e-05,0.00048671283224724094,0.5371187154793446,0.0007141041139278422,0.002393119640333793
